gene,logFC_CON_vs_CON,logFC_CSRES_vs_CON,logFC_CSSUS_vs_CON,logFC_CURES_vs_CON,logFC_CUSUS_vs_CON
Pold2,0.0,-0.04750885,-0.10915838,-0.37595928,-0.33351767
Gck,0.0,-0.016048536,0.04858593,-0.058306977,-0.07987084
Ykt6,0.0,0.31220415,-0.012075856,0.27878276,0.19528046
Camk2b,0.0,0.32309514,0.20088606,0.02565892,0.16651598
Nudcd3,0.0,-0.09308475,-0.09874897,-0.18950224,-0.22056797
Ddx56,0.0,0.010360293,0.13020779,0.14765093,0.0020793155
Tmed4,0.0,0.055016026,0.026204668,0.12818484,0.07671325
Ogdh,0.0,0.022958703,0.073810875,0.038153544,0.010088064
Zmiz2,0.0,0.12327835,0.072629064,0.03898345,0.1000998
Ppia,0.0,0.110221095,0.060606055,-0.21554872,0.18657629
H2afv,0.0,-0.070360854,0.14446574,0.29115754,0.088709004
Purb,0.0,0.6158305,0.26905346,-0.012805015,0.42176315
Gm11973,0.0,0.007074874,0.016360857,-0.1134257,0.07670364
Snhg15,0.0,-0.18279132,-0.012785226,-0.041761387,-0.13452756
Ccm2,0.0,-0.13412075,0.13283105,0.21156885,-0.06447835
Nacad,0.0,-0.19086137,0.1073334,-0.016188469,0.08644518
Tbrg4,0.0,0.10680365,0.120333865,0.05392961,0.054630686
Ramp3,0.0,-0.15207016,0.026951265,-0.031969316,-0.04382602
Adcy1,0.0,0.4379476,0.35063535,0.5283067,0.20921849
Igfbp3,0.0,0.029009894,-0.120698184,-0.24456899,-0.13532537
Tns3,0.0,-0.2239721,-0.076673724,-0.20695017,-0.21574111
Hus1,0.0,-0.17126425,0.014179117,-0.07447857,-0.0012315819
Vwc2,0.0,0.08067615,-0.16638309,0.15898657,-0.049031496
Zpbp,0.0,-0.09829058,-0.064130574,-0.17739877,0.022515047
Spata48,0.0,0.07768227,0.098258995,0.06289518,0.21396634
Ikzf1,0.0,-0.1417405,-0.10258284,-0.12454153,-0.030915696
Ddc,0.0,0.39032274,0.3445971,0.18197411,0.087966576
1700042O10Rik,0.0,-0.0071402956,-0.019851545,-0.019506456,0.0860714
Grb10,0.0,-0.016768292,0.24340177,0.20137925,0.049900673
Cobl,0.0,0.16011809,0.09311455,0.4879432,0.01969339
Gm12002,0.0,-0.04107619,0.09711684,0.04772344,0.032084215
Vstm2a,0.0,0.27639297,0.21435761,0.17189954,-0.07135768
Sec61g,0.0,0.13829303,-0.031936266,-0.3259641,0.0010842606
Egfr,0.0,0.00640361,0.36907768,0.070166185,0.104988344
Plek,0.0,0.10804162,-0.07397854,0.2701134,0.11339612
Cnrip1,0.0,-0.26305753,-0.037385464,-0.084705815,-0.11771701
Ppp3r1,0.0,0.05455127,0.021326087,-0.17194471,0.14861232
Wdr92,0.0,-0.08094985,0.032916766,0.06993052,-0.06283309
Pno1,0.0,0.1975176,0.26126233,0.03390445,0.16531898
C1d,0.0,0.16327801,-0.1232846,0.016238011,0.12108998
Etaa1,0.0,-0.065328844,0.096435204,0.11320239,0.18505944
Etaa1os,0.0,-0.14871347,0.15547821,-0.04148762,0.1861889
Meis1,0.0,-0.033336565,0.10651396,0.04193861,-0.037820935
Gm12027,0.0,-0.23015255,-0.06258245,-0.1654084,-0.17657611
Spred2,0.0,-0.09817765,0.15121508,0.014526058,-0.12759435
Actr2,0.0,0.24952921,0.038711622,0.09457566,0.057648487
Rab1a,0.0,-0.0621686,-0.0035052635,-0.029533155,-0.026581157
Cep68,0.0,-0.030131355,0.045612186,-0.07295816,0.032013997
Slc1a4,0.0,0.08682043,0.2874811,0.2580944,0.08080676
Sertad2,0.0,-0.16904669,0.35475308,0.2063341,0.028589897
Aftph,0.0,0.06330311,0.016283028,0.20475438,-0.07849729
Lgalsl,0.0,0.16996595,-0.0805879,0.0036748126,0.008061253
Peli1,0.0,-0.073751345,0.06983475,-0.037484244,-0.004900649
Vps54,0.0,-0.14280023,-0.0024901032,-0.10749237,-0.21928033
Ugp2,0.0,0.25920248,0.3484104,0.2600419,0.15900089
Mdh1,0.0,0.03190077,0.11478989,-0.21410173,0.18597129
Wdpcp,0.0,-0.18897134,0.004753271,-0.09187346,-0.17124955
Otx1,0.0,-0.2554508,-0.045202203,-0.06417753,-0.14205618
Ehbp1,0.0,-0.015215874,0.1332671,0.12073746,-0.022501454
Tmem17,0.0,0.041078538,0.060441718,0.036639914,-0.027760707
B3gnt2,0.0,-0.08598344,-0.123264864,-0.20393647,-0.2706005
9130230N09Rik,0.0,-0.0046677105,-0.0027808808,0.038676213,0.03745774
Commd1,0.0,-0.12442995,0.08249029,-0.15589447,-0.018902728
Zrsr1,0.0,0.5268784,0.030651964,-0.17283688,-0.12382074
Cct4,0.0,-0.060024492,0.060812864,-0.0634965,-0.08575255
Fam161a,0.0,-0.37892315,-0.31656826,-0.28324947,-0.36051667
Gm12059,0.0,-0.004456358,0.0060577528,-0.14234991,-0.023777565
Xpo1,0.0,-0.28074002,-0.1267977,-0.27832904,-0.1830343
Usp34,0.0,0.023379713,0.056880802,0.002223514,0.06844401
Ahsa2,0.0,0.3541469,0.19556999,0.19464639,-0.007434562
1700093K21Rik,0.0,0.08134606,-0.045572303,-0.039142564,0.08124826
Selenok-ps1,0.0,-0.011426382,-0.041756004,0.1400609,0.01044422
0610010F05Rik,0.0,-0.07716833,-0.013705045,-0.08534904,-0.007329501
Pex13,0.0,-0.26794028,-0.2301254,-0.05585017,-0.11840273
Pus10,0.0,-0.102065615,0.035276067,0.2411359,-0.01447992
Rel,0.0,-0.015923232,-0.015693799,0.22490895,-0.095686786
Papolg,0.0,0.2794632,0.18867928,0.32581192,-0.036148295
A830031A19Rik,0.0,-0.07423834,-0.090143114,-0.055387296,-0.08585422
Bcl11a,0.0,0.2481234,0.021654904,0.21367878,0.08152417
Gm12064,0.0,0.029628642,-0.06211653,-0.011785182,0.0156037565
Gm12068,0.0,-0.012949193,-0.019715248,-0.004153518,-0.025463175
5730522E02Rik,0.0,0.08911261,-0.10723777,0.21310855,-0.17278041
Fancl,0.0,-0.058533236,0.24281655,-0.06327915,-0.041316204
Vrk2,0.0,0.061073825,0.013279088,0.070246965,-0.04288365
Ccdc85a,0.0,-0.028040849,-0.011757821,-0.09128163,0.08173126
Gm12082,0.0,-0.2315697,-0.14303716,-0.1271861,-0.093324505
Efemp1,0.0,-0.28305754,-0.20305204,-0.10136229,-0.09547825
Pnpt1,0.0,0.42586482,0.03799978,0.12485718,0.032825544
A630052C17Rik,0.0,0.20302999,0.060517937,0.32043368,-0.02577123
Ppp4r3b,0.0,-0.0045140088,0.10444747,0.043184046,-0.08400822
Cfap36,0.0,-0.1475698,-0.1447725,-0.3505506,-0.18525529
Ccdc88a,0.0,0.13106519,0.07332368,0.07200734,0.07558144
Prorsd1,0.0,-0.048770722,0.044575837,-0.22296932,-0.19850168
Gm12089,0.0,-0.07068074,0.03783425,-0.076643035,0.04021877
Mtif2,0.0,-0.28792378,-0.038804483,-0.064122915,-0.08994885
Rps27a,0.0,0.1605733,0.14246328,-0.2222067,0.22834963
Clhc1,0.0,-0.39689994,-0.29866064,-0.107001424,-0.20508628
Gm12092,0.0,-0.063389756,-0.027624227,0.0049293153,0.12910394
Rtn4,0.0,0.05165156,0.055216834,-0.03249763,0.13022871
Eml6,0.0,-0.0048705935,0.044385348,0.038514435,0.009146325
4931440F15Rik,0.0,-0.09789796,-0.0609121,0.055231337,-0.09580538
Sptbn1,0.0,0.16790576,0.06744743,0.046856053,-0.0020626187
Gm8098,0.0,0.025359076,-0.048976034,-0.034171022,-0.1119748
4930505A04Rik,0.0,-0.020379415,0.016087528,-0.06854921,-0.12282255
Acyp2,0.0,-0.20765181,-0.09936064,-0.056608237,-0.056104947
Psme4,0.0,-0.11407076,0.052833907,0.003862407,-0.04364615
Gpr75,0.0,0.056385383,0.20763081,0.14521156,0.11154847
Asb3,0.0,0.056996018,0.10128429,0.13955379,0.03232447
Erlec1,0.0,0.02733762,-0.026557166,-0.101334974,-0.1451065
Chac2,0.0,0.038942486,-0.07455756,-0.017734302,-0.036928184
Stc2,0.0,0.019674232,-0.05794457,-0.0016847141,0.061306287
Bod1,0.0,0.34375232,0.16544807,0.13631085,0.26537216
D630024D03Rik,0.0,-0.06967316,0.056815706,-0.015332146,0.027422484
Cpeb4,0.0,0.14908054,0.04512223,0.12893566,0.12896025
Nsg2,0.0,0.5543291,0.34034628,0.46941224,0.32728463
Snrnp25,0.0,0.17120844,0.3138541,-0.17346956,0.19098061
Rhbdf1,0.0,0.18123898,0.32592177,0.113339886,-0.08894712
Nprl3,0.0,-0.028181016,0.11065203,0.110609025,0.056604825
Mpg,0.0,-0.31743762,-0.057395875,-0.14253406,-0.38790828
Sh3pxd2b,0.0,0.16145158,0.29499996,0.25954822,0.18422377
Ubtd2,0.0,0.14889307,0.27422658,-0.0036593378,0.11889854
Efcab9,0.0,-0.11609708,-0.0760607,-0.07481803,-0.06400571
Stk10,0.0,-0.06716303,-0.026140608,0.206099,-0.018151172
Fbxw11,0.0,-0.040245116,0.09397238,-0.015203185,-0.0385949
Fgf18,0.0,-0.11259639,-0.015416469,-0.0966987,-0.0043105567
Npm1,0.0,0.07407674,-0.08497059,-0.16815957,-0.057546142
Ranbp17,0.0,0.11324982,0.070445314,0.052488565,0.0070747808
Kcnip1,0.0,-0.37685418,-0.17248069,-0.37391406,-0.3040073
Gm12120,0.0,-0.050589364,-0.060260832,-0.060085885,-0.08105199
Lcp2,0.0,0.037829615,-0.026451293,-0.0016505569,-0.033591926
Dock2,0.0,0.01367484,0.05845733,-0.06154777,0.20352955
Insyn2b,0.0,0.22145578,0.17985673,0.22919792,0.19200784
Spdl1,0.0,-0.038378023,-0.0608178,0.044838198,-0.00020030513
Slit3,0.0,0.10486654,0.015908422,0.054525826,-0.36628667
Gm12122,0.0,-9.3193725e-05,-0.018313173,0.025906691,0.03988961
Pank3,0.0,0.20617756,-0.022537224,-0.07302982,0.08417446
Fbll1,0.0,0.17605951,0.13912755,-0.1400283,-0.04838375
Rars,0.0,0.17179126,0.06668008,0.21120998,-0.18436374
Wwc1,0.0,0.033117652,0.23787768,0.16488013,0.1231046
Tenm2,0.0,0.31877464,0.30546752,0.4432702,-0.2114049
Mat2b,0.0,0.012968421,-0.021247342,0.042063057,0.06583009
Nudcd2,0.0,0.13320026,-0.03867258,0.045208447,-0.057208978
Ccng1,0.0,0.16720754,0.04290633,-0.2365526,-0.12779164
A230004M16Rik,0.0,0.108780935,-0.04164485,0.10749102,0.059928037
Gabrg2,0.0,0.17085755,0.11358476,0.2130007,0.046709985
Gabra1,0.0,0.34898305,0.16427186,0.1716345,0.0072218627
Gabrb2,0.0,0.4487877,0.1888467,0.49446678,-0.06052795
Atp10b,0.0,0.091083094,0.056537494,-0.0013513863,0.12233594
Gm12146,0.0,0.040114023,-0.0152712595,-0.0037976746,0.0320772
Pttg1,0.0,-0.19698825,-0.006061081,-0.18507451,-0.18866004
Slu7,0.0,0.26614797,-0.036538623,0.02720289,-0.039787196
Ccnjl,0.0,-0.284074,-0.1377683,-0.14532351,-0.3391289
Pwwp2a,0.0,-0.070928216,-0.061309718,-0.090740085,-0.0842883
Ttc1,0.0,-0.16162963,-0.031366866,-0.35916826,-0.017055396
Adra1b,0.0,0.09625501,0.047485337,0.3253519,0.16456598
Ublcp1,0.0,0.0993885,-0.010822542,-0.012275286,-0.016596392
Rnf145,0.0,-0.018174432,-0.019830063,0.038221467,-0.021205269
Ebf1,0.0,0.21740511,-0.17170173,0.3189625,-0.060534008
Clint1,0.0,0.05324577,0.055809345,-0.037904896,-0.013418004
Lsm11,0.0,-0.0747052,-0.0069463495,0.051930785,-0.019363396
Thg1l,0.0,0.17493612,-0.054658704,0.07354064,0.18039623
Gm12166,0.0,-0.08310209,-0.07859917,-0.104402065,-0.036270507
Adam19,0.0,0.20981646,-0.060194958,-0.011765894,-0.046029296
Nipal4,0.0,0.108871,0.19798118,0.14544833,0.09442505
Cyfip2,0.0,0.28303024,0.18690234,0.06028209,-0.04085107
Fndc9,0.0,-0.017822107,-0.031566404,-0.11846648,-0.123419836
Itk,0.0,-0.066121876,-0.17143585,0.07476347,-0.006497332
Med7,0.0,0.11755177,0.086896956,0.031350233,0.05507399
Havcr2,0.0,0.033260085,-0.02455823,0.019626377,0.015226861
Sgcd,0.0,-0.07086641,0.37164584,-0.03800585,-0.11678519
Rack1,0.0,0.12418988,0.06694999,0.08442707,0.07544121
Trim41,0.0,-0.18519375,0.10387401,0.17271972,-0.18130675
Trim7,0.0,0.11519736,0.24249564,0.34953043,0.15260005
Irgm1,0.0,-0.23077515,-0.3884779,-0.07530835,0.015555732
Gm12185,0.0,0.01451933,0.0048112012,0.08052212,0.031029146
Zfp62,0.0,-0.010875961,-0.042581543,-0.11692102,-0.06390937
Mgat1,0.0,0.07691878,0.13764092,0.09304998,-0.08256296
Cnot6,0.0,-0.034847334,0.0009816661,0.09851638,-0.03749636
Gfpt2,0.0,0.17094587,0.16160682,0.41591927,0.18904379
Mapk9,0.0,0.35484847,0.07475762,0.124062456,0.24623516
Rasgef1c,0.0,0.027656939,-0.15011357,-0.088897884,-0.105967
Rnf130,0.0,-0.005114071,0.05098109,0.083891116,0.033213735
Tbc1d9b,0.0,-0.2978196,-0.32239103,-0.16160813,-0.22984886
Mrnip,0.0,0.0031875186,-0.000333447,0.074336946,0.01091218
Sqstm1,0.0,0.07261344,0.03686534,0.044507973,0.15302005
Mgat4b,0.0,-0.047848098,0.019144274,0.12956707,0.095113754
Ltc4s,0.0,0.04653865,-0.01829623,0.010553829,0.03203543
Gm26542,0.0,-0.27766365,-0.06220971,0.020768803,-0.21161765
Maml1,0.0,-0.28009072,-0.058285877,0.036094822,-0.2733624
Canx,0.0,0.3338921,0.13906036,0.1326979,0.22260374
Hnrnph1,0.0,0.5162109,0.4155663,0.5831611,-0.008687854
Rufy1,0.0,-0.40876785,-0.2364995,-0.18329082,-0.18667768
Gm12198,0.0,-0.1068925,-0.05481722,-0.14660394,-0.07558876
Adamts2,0.0,-0.011778787,-0.03766595,0.14923806,0.1460189
Zfp354c,0.0,-0.1957194,-0.14805198,0.12728399,0.023069581
Zfp879,0.0,0.16781302,-0.1589529,0.008632895,-0.109815195
Zfp454,0.0,0.0567321,-0.019040462,0.032698765,-0.17615563
Zfp2,0.0,0.04321558,-0.023844868,0.1561192,0.12639539
Zfp354b,0.0,-0.0905435,-0.21186514,-0.08452002,-0.19231871
Zfp354a,0.0,0.1657572,0.10515872,0.1425264,0.021139294
Clk4,0.0,0.19055189,0.043961324,0.013347983,0.0752324
Col23a1,0.0,0.19013545,-0.19160233,0.13741297,0.21936116
Phykpl,0.0,0.394782,0.24783014,0.23861457,-0.08480412
Hnrnpab,0.0,0.42962444,0.22271134,0.060741603,0.01944387
Nhp2,0.0,-0.025348391,-0.010850493,-0.22014923,-0.10979135
Rmnd5b,0.0,0.09779304,0.06800872,-0.17741081,-0.07202709
N4bp3,0.0,0.009564716,0.0476311,-0.09214603,0.084823415
D930048N14Rik,0.0,-0.013456434,0.24943632,0.1842044,0.13786626
0610009B22Rik,0.0,0.055181414,-0.12679198,0.0020824075,0.15604606
Sec24a,0.0,-0.21910653,0.015288215,-0.03838782,-0.27142903
Sar1b,0.0,-0.09029429,-0.10742326,-0.022135818,-0.15088259
Jade2,0.0,0.10809037,0.19544648,0.23472281,0.21917835
Cdkn2aipnl,0.0,0.09194915,-0.04882224,-0.096624196,0.0056587458
Ube2b,0.0,0.22167388,0.16951698,0.27820823,0.011994705
Cdkl3,0.0,0.09052685,0.066458255,0.28390685,0.03794557
Ppp2ca,0.0,0.05901134,0.086414486,-0.11597344,0.19872096
Skp1a,0.0,0.46728218,0.15909433,0.056601375,0.28524503
Tcf7,0.0,-0.14392342,-0.23172009,0.14108372,0.13644148
Vdac1,0.0,0.18375775,0.031435132,-0.2415429,0.08128646
9530068E07Rik,0.0,0.21229309,0.1331983,0.22688445,0.18624204
Fstl4,0.0,0.1873603,-0.049539275,-0.05014439,-0.47378096
Hspa4,0.0,0.15306123,0.113826014,0.021366388,0.06507231
Zcchc10,0.0,0.13017815,-0.14664263,0.016656183,0.036622595
Aff4,0.0,-0.09002095,-0.0042931475,-0.018033687,-0.12372208
Uqcrq,0.0,0.04578755,0.17914224,-0.11753836,0.20851403
Gdf9,0.0,-0.14141521,-0.47875232,-0.13502052,-0.18824953
Shroom1,0.0,-0.084685504,0.07238331,-0.024720717,0.12123141
Sowaha,0.0,-0.04150802,-0.091598116,-0.2201559,-0.09920013
Sept8,0.0,0.10745094,0.031453498,0.034152478,0.10637043
A430108G06Rik,0.0,0.029263293,-0.033339098,-0.00502895,0.023907632
Kif3a,0.0,0.16388784,0.12735987,0.013000652,0.021460965
Il4,0.0,0.28782803,-0.0016613603,0.005256474,0.008215621
Rad50,0.0,0.23040819,0.18283302,0.07563557,0.27644533
Irf1,0.0,0.103008986,0.19392651,0.13269511,0.2240215
Gm12216,0.0,-0.08895076,0.06410535,0.26245594,-0.12584892
Slc22a5,0.0,0.3328908,0.2306565,0.36047918,0.14572792
Slc22a21,0.0,0.18947771,0.09217189,0.30020943,0.027467147
Slc22a4,0.0,-0.08333266,-0.061020106,-0.039397616,-0.14240752
Pdlim4,0.0,-0.17451009,0.17766938,0.045564108,0.06851034
P4ha2,0.0,-0.2348552,-0.044870883,-0.047973655,-0.1515229
Acsl6,0.0,0.19960296,0.08131244,0.2328628,0.016734019
Fnip1,0.0,0.067574464,0.13316111,0.14339598,0.041684195
Rapgef6,0.0,-0.13920747,0.02409812,0.009531773,-0.10864843
Cdc42se2,0.0,-0.07681301,-0.009613395,-0.036450706,-0.044685476
Gm12227,0.0,-0.061278194,-0.25747502,0.0034396946,-0.28998667
Lyrm7,0.0,0.11715925,-0.0637293,0.062002145,-0.08579138
Hint1,0.0,-0.097681925,-0.041785255,-0.413023,0.044792786
Gpx3,0.0,-0.27352592,-0.34257936,-0.3404939,-0.2935138
Tnip1,0.0,0.13230494,0.045014575,0.039647378,0.08816929
Anxa6,0.0,-0.027637228,0.29783052,0.05673734,-0.025311887
Gm2a,0.0,0.22172153,0.116507895,0.2554291,0.06465324
Slc36a1,0.0,0.15482402,0.028263144,0.27194494,-0.099683106
Sparc,0.0,-0.2831667,-0.120459184,-0.23221916,-0.049875088
Atox1,0.0,0.00427597,-0.02160163,-0.24398129,-0.30830982
G3bp1,0.0,0.1141111,0.31137094,0.20524603,0.19728285
Glra1,0.0,-0.088146955,-0.032848418,0.013286706,-0.22942528
Gm12239,0.0,0.056642026,-0.049976066,0.2434514,-0.013154343
Gria1,0.0,0.015852831,0.12430486,0.11067405,-0.038351938
Fam114a2,0.0,0.18833591,0.1806252,0.24001649,-0.06501037
Mfap3,0.0,0.076563485,0.09422121,0.2760202,0.159236
4933424L21Rik,0.0,0.07345103,0.04197228,0.1755028,0.068405494
Galnt10,0.0,0.101058796,0.30384725,0.13762967,0.032506555
2010001A14Rik,0.0,-0.13951212,-0.041358516,0.06707797,-0.1841309
Sap30l,0.0,-0.18925229,0.008772537,0.07768349,0.009140415
Larp1,0.0,-0.08006459,-0.03083434,0.117426604,-0.009443507
Cnot8,0.0,0.03567564,-0.0735964,-0.21611947,-0.059230607
Gemin5,0.0,-0.051886328,0.10376741,0.038813855,-0.08068988
Mrpl22,0.0,0.037701238,0.08718408,-0.18615524,0.016796332
Irgm2,0.0,-0.16521356,-0.15600508,-0.11210953,-0.030075904
Zfp692,0.0,-0.29048854,0.07416086,0.078668155,0.0064350255
Zfp672,0.0,0.35007936,0.2507283,0.36898354,0.26141155
Sh3bp5l,0.0,-0.017560348,0.28316027,0.12071329,0.07131111
Olfr323,0.0,-0.09395775,-0.14834729,-0.050950557,-0.1538325
Gm12258,0.0,0.36520314,0.237594,0.54905474,0.033737093
2810021J22Rik,0.0,-0.29704756,-0.17501369,-0.0515683,-0.255817
Zfp39,0.0,-0.003095748,-0.19780204,-0.006291314,-0.056009084
Rnf187,0.0,0.24343264,0.1310691,-0.06771593,0.16760387
Hist3h2ba,0.0,0.041614875,-0.06612609,-0.05792047,-0.18926081
Hist3h2a,0.0,0.06646325,0.44408804,0.31144285,0.045712367
Trim17,0.0,0.07952742,0.36633655,0.016103983,-0.0934852
2310058D17Rik,0.0,-0.0099061765,0.014152512,0.14470102,-0.020777542
Trim11,0.0,-0.059264705,0.23211655,0.052833088,-0.047856808
Iba57,0.0,0.0066053607,0.105574235,0.044077702,-0.0074696466
Gjc2,0.0,-0.08225325,-0.25162876,-0.05374066,-0.12029186
Guk1,0.0,-0.061762154,-0.023841526,-0.23366794,-0.35293287
2610507I01Rik,0.0,-0.10628981,0.08119749,-0.07945326,0.070202395
Mrpl55,0.0,0.17830238,0.18512718,-0.068855256,0.08073929
2310033P09Rik,0.0,-0.087094724,0.20738159,-0.30081078,-0.13807148
Arf1,0.0,0.1373719,0.13553736,0.08211985,0.3167152
Wnt9a,0.0,-0.21364412,-0.021387408,0.19713555,-0.19427112
Snap47,0.0,-0.0650942,-0.17621107,-0.41102317,-0.106074974
Jmjd4,0.0,-0.038365684,0.26225528,0.050151013,0.00069404393
Zfp867,0.0,-0.4215324,-0.16857977,-0.1679078,-0.22356775
Zkscan17,0.0,0.23231994,0.04231046,0.21001883,-0.14054349
4933439C10Rik,0.0,0.13939588,0.3749826,0.26782748,0.16084608
Mprip,0.0,0.017533004,0.18972702,0.18788223,-0.08557193
Pld6,0.0,-0.009681776,-0.080865905,0.025752092,-0.041624833
Flcn,0.0,0.4828711,0.4826167,0.630299,0.16184756
Gm16062,0.0,-0.030091543,0.11174751,-0.11044558,-0.040129192
Cops3,0.0,0.08836258,0.22066125,0.24811652,0.1294497
Nt5m,0.0,0.16604657,0.04740689,0.028943226,-0.10722551
Med9os,0.0,0.12080823,-0.1425361,-0.087971784,-0.18888369
Med9,0.0,-0.029858425,0.20642483,-0.2768595,0.24469894
Rasd1,0.0,0.1677951,0.049442727,-0.19949056,-0.058384493
Pemt,0.0,-0.12308628,-0.029058337,0.122262076,0.11117658
Rai1,0.0,-0.028164372,0.19436106,0.24573654,0.040572956
Srebf1,0.0,0.23392724,0.34591305,0.23822291,0.053436562
Tom1l2,0.0,-0.033449493,-0.007970259,0.09162969,-0.010853678
Drc3,0.0,0.13522261,0.35293496,0.13771339,0.05606339
Atpaf2,0.0,-0.13731882,-0.25081435,-0.23774798,-0.40594763
Gid4,0.0,-0.091755345,0.18996572,0.1745911,0.11468956
Drg2,0.0,-0.06427671,0.15001175,-0.039018996,0.09921886
Myo15,0.0,-0.12191995,0.11117658,0.21001053,-0.042637683
Alkbh5,0.0,0.3333901,0.27248338,0.2638824,0.3443643
Llgl1,0.0,-0.03618346,0.10172331,-0.011045955,-0.06737625
Flii,0.0,0.13598922,0.009109199,0.23667443,0.04721695
Mief2,0.0,0.015016794,0.3712777,0.13608159,0.2623623
Top3a,0.0,0.013856243,-0.1383536,-0.13129044,-0.2186295
Smcr8,0.0,0.057426635,0.030633798,0.12496333,-0.06550005
Shmt1,0.0,0.22676882,0.11309996,0.044838518,0.15085214
Dhrs7b,0.0,-0.110603414,0.15421489,0.08285403,0.21499744
Tmem11,0.0,0.18328519,0.28059566,-0.10681057,0.15349412
Natd1,0.0,-0.31869242,-0.29263234,-0.0140986815,-0.023549616
Map2k3os,0.0,-0.01843799,-0.13760026,0.113414206,-0.12286241
Map2k3,0.0,-0.16718765,-0.07227908,0.05201575,-0.13531977
Kcnj12,0.0,-0.14943238,-0.07584346,-0.04684388,-0.1728576
Tnfrsf13b,0.0,0.01630119,-0.013169235,0.032249264,0.027288705
Usp22,0.0,0.20090733,0.24631993,0.17485692,0.10882886
Aldh3a2,0.0,0.18737893,0.10415511,0.3909365,0.18043996
Gm45605,0.0,0.033066213,-0.11159666,0.2325265,-0.07243033
Rnf112,0.0,0.34225368,0.22941747,0.30710593,-0.16257875
Mapk7,0.0,0.17405716,0.1620677,0.38397035,0.21920513
B9d1,0.0,-0.17837635,-0.1286773,-0.095207326,0.0059614405
Epn2,0.0,0.0736821,-0.010171607,-0.027434193,-0.06250048
Slc5a10,0.0,-0.022088349,-0.012632204,-0.00047245715,0.02657828
Prpsap2,0.0,0.09175202,0.058460843,0.13101435,0.016532905
Ulk2,0.0,0.0892458,0.15490118,0.2568076,0.09508572
A530017D24Rik,0.0,-0.07534917,-0.3127399,-0.20748867,-0.41068864
Akap10,0.0,-0.19091538,-0.052913982,-0.02874003,-0.0806063
Specc1,0.0,0.0876202,0.2037302,0.20595774,0.046891272
Adora2b,0.0,-0.18704626,0.06294044,-0.042666122,0.31916648
Zswim7,0.0,0.0051458254,-0.0025339052,0.14913878,-0.06683265
Ttc19,0.0,0.041295476,0.094654776,0.07442866,0.0907045
Ncor1,0.0,-0.0035414398,0.055703774,0.0437963,0.038796127
Pigl,0.0,0.093705915,0.012472101,0.15792339,0.02545891
Cenpv,0.0,-0.027018204,0.085508935,0.10962275,-0.16786125
Gm12279,0.0,0.2701444,0.002645418,-0.07894057,0.026048012
Ubb,0.0,0.0018451363,0.03814112,-0.38844508,0.19781764
Trpv2,0.0,0.12672542,-0.015705794,0.2665249,0.07739915
2410006H16Rik,0.0,0.12796558,0.12530488,-0.1758607,0.24008152
Lrrc75a,0.0,-0.01398436,0.14586312,0.30372345,-0.0088477805
Lrrc75aos2,0.0,0.15574871,0.11985497,0.020547152,0.05197094
Mmgt2,0.0,0.3762323,0.18724073,0.54038143,0.39129913
Zfp287,0.0,-0.031839244,0.122048765,0.09583533,-0.044439048
Zfp286,0.0,0.1331279,0.1698035,0.24602823,0.23379005
Fbxw10,0.0,-0.23992991,-0.2894645,0.15576674,0.03482241
Tvp23b,0.0,-0.32050303,-0.46822578,-0.13932158,-0.13378516
Tvp23bos,0.0,-0.007873464,-0.15630725,0.17567587,0.0436899
Pmp22,0.0,0.062286165,-0.02843875,-0.22844577,-0.0637638
Cox10,0.0,-0.11493703,0.063120164,-0.114020936,-0.07299136
2810001G20Rik,0.0,0.065931216,0.060188018,0.21332511,0.07737513
Hs3st3a1,0.0,-0.17872924,-0.036172494,0.104353316,-0.098536976
Elac2,0.0,0.029025258,-0.14272557,0.0056759724,-0.05485094
Arhgap44,0.0,0.20725282,0.38067096,0.014870197,-0.059393942
Myocd,0.0,0.0046763755,0.0476534,0.016103739,-0.020143162
Map2k4,0.0,0.04823157,0.06481254,0.1079674,-0.04384827
Zkscan6,0.0,0.21709882,0.2018137,0.30701044,0.24268891
Dnah9,0.0,-0.11845486,-0.0725416,0.114498146,-0.024730062
Gm12296,0.0,0.28267613,-0.03268832,0.13570537,-0.040399775
Shisa6,0.0,0.3810775,0.30027652,0.5167192,-0.08665931
Tmem220,0.0,0.1030493,0.0409417,0.14080475,0.16320004
Adprm,0.0,0.14080721,0.12727295,0.19482091,0.1566838
Sco1,0.0,-0.0037790556,0.008310759,-0.17473327,-0.12868069
Gas7,0.0,0.45508385,0.049323246,0.11222931,-0.031465575
Glp2r,0.0,0.14965479,-0.08723742,0.03021654,-0.115060635
Usp43,0.0,-0.07618377,-0.028147057,-0.108075626,0.01713156
Cfap52,0.0,0.044485167,-0.008897033,0.01025318,0.035053074
Stx8,0.0,-0.18687795,-0.01261477,0.045982715,-0.11218565
Ntn1,0.0,-0.16730256,0.09005799,-0.15324758,-0.35226816
Pik3r5,0.0,0.027914252,-0.04396177,0.03051497,-0.017505772
Pik3r6,0.0,0.0030268515,-7.0730224e-05,0.019684564,-0.01756794
Myh10,0.0,0.24267855,-0.008827798,-0.11917869,-0.17646137
Ndel1,0.0,-0.011701979,-0.01869364,0.0035378858,-0.049265884
Rpl26,0.0,0.08574835,0.076822795,-0.25101638,0.11940749
Arhgef15,0.0,0.16233273,0.098016724,-0.071640216,-0.12695973
